trialKeys,levelFreq,levelFace,lCueName,rCueName,srespLoc,srespChoice,RT,Hand,blockType,subjectId
AbHa,LF,1,Hasan,Abbas,right,Abbas,0.67245,Left,same,sub1
MahGol,LF,3,Goli,Mahnaz,right,Mahnaz,2.1578624,Left,same,sub1
AbHa,LF,-3,Hasan,Abbas,right,Abbas,1.1103351,Left,same,sub1
AbHa,LF,0,Hasan,Abbas,right,Abbas,0.6769219,Left,same,sub1
MahGol,LF,0,Goli,Mahnaz,right,Mahnaz,0.9703473,Left,same,sub1
MahGol,LF,-1,Goli,Mahnaz,right,Mahnaz,0.589688499999998,Left,same,sub1
MahGol,LF,-1,Goli,Mahnaz,right,Mahnaz,0.450780399999999,Left,same,sub1
MahGol,LF,1,Goli,Mahnaz,right,Mahnaz,0.7977141,Left,same,sub1
MahGol,LF,2,Goli,Mahnaz,left,Goli,0.801868799999998,Left,same,sub1
AbHa,LF,1,Hasan,Abbas,left,Hasan,1.002091,Left,same,sub1
MahGol,LF,-3,Goli,Mahnaz,right,Mahnaz,0.454054500000005,Left,same,sub1
MahGol,LF,1,Goli,Mahnaz,right,Mahnaz,0.914988999999998,Left,same,sub1
AbHa,LF,1,Hasan,Abbas,left,Hasan,0.940528299999997,Left,same,sub1
AbHa,LF,-2,Hasan,Abbas,right,Abbas,0.766913099999996,Left,same,sub1
AbHa,LF,-2,Hasan,Abbas,right,Abbas,1.0869051,Left,same,sub1
MahGol,LF,-2,Goli,Mahnaz,right,Mahnaz,0.514299699999995,Left,same,sub1
AbHa,LF,-1,Hasan,Abbas,left,Hasan,0.792284500000001,Left,same,sub1
MahGol,LF,-3,Goli,Mahnaz,right,Mahnaz,0.415154900000005,Left,same,sub1
MahGol,LF,-3,Goli,Mahnaz,right,Mahnaz,0.384963400000004,Left,same,sub1
MahGol,LF,-3,Goli,Mahnaz,right,Mahnaz,0.349243600000001,Left,same,sub1
MahGol,LF,3,Goli,Mahnaz,left,Goli,0.7169813,Left,same,sub1
MahGol,LF,-1,Goli,Mahnaz,right,Mahnaz,0.441373800000001,Left,same,sub1
AbHa,LF,1,Hasan,Abbas,left,Hasan,1.28379460000001,Left,same,sub1
AbHa,LF,-2,Hasan,Abbas,right,Abbas,0.790894899999998,Left,same,sub1
MahGol,LF,-1,Goli,Mahnaz,right,Mahnaz,0.518270200000003,Left,same,sub1
AbHa,LF,2,Hasan,Abbas,left,Hasan,0.681457399999999,Left,same,sub1
MahGol,LF,1,Goli,Mahnaz,right,Mahnaz,0.400465400000002,Left,same,sub1
MahGol,LF,2,Goli,Mahnaz,right,Mahnaz,0.618004900000003,Left,same,sub1
MahGol,LF,-2,Goli,Mahnaz,right,Mahnaz,0.634539600000011,Left,same,sub1
MahGol,LF,0,Goli,Mahnaz,right,Mahnaz,0.335314999999994,Left,same,sub1
AbHa,LF,1,Hasan,Abbas,left,Hasan,0.524086600000004,Left,same,sub1
AbHa,LF,0,Hasan,Abbas,left,Hasan,0.7786124,Left,same,sub1
MahGol,LF,3,Goli,Mahnaz,right,Mahnaz,0.965816500000003,Left,same,sub1
AbHa,LF,-2,Hasan,Abbas,right,Abbas,0.449364000000003,Left,same,sub1
MahGol,LF,-2,Goli,Mahnaz,right,Mahnaz,0.283019199999998,Left,same,sub1
AbHa,LF,3,Hasan,Abbas,left,Hasan,0.403538400000002,Left,same,sub1
MahGol,LF,3,Goli,Mahnaz,right,Mahnaz,0.662781700000011,Left,same,sub1
AbHa,LF,1,Hasan,Abbas,left,Hasan,0.437284300000002,Left,same,sub1
MahGol,LF,-1,Goli,Mahnaz,right,Mahnaz,0.65294320000001,Left,same,sub1
MahGol,LF,2,Goli,Mahnaz,right,Mahnaz,0.824829100000002,Left,same,sub1
MahGol,LF,3,Goli,Mahnaz,left,Goli,0.536827099999996,Left,same,sub1
MahGol,LF,1,Goli,Mahnaz,left,Goli,0.630586600000001,Left,same,sub1
MahGol,LF,2,Goli,Mahnaz,right,Mahnaz,0.315771999999996,Left,same,sub1
MahGol,LF,1,Goli,Mahnaz,right,Mahnaz,0.196422399999989,Left,same,sub1
MahGol,LF,-2,Goli,Mahnaz,right,Mahnaz,0.29537049999999,Left,same,sub1
AbHa,LF,2,Hasan,Abbas,left,Hasan,0.557655999999994,Left,same,sub1
AbHa,LF,2,Hasan,Abbas,left,Hasan,0.386071400000006,Left,same,sub1
AbHa,LF,-2,Hasan,Abbas,right,Abbas,0.3640477,Left,same,sub1
AbHa,LF,2,Hasan,Abbas,left,Hasan,0.258498599999996,Left,same,sub1
MahGol,LF,2,Goli,Mahnaz,left,Goli,0.929715899999991,Left,same,sub1
AbHa,LF,-3,Hasan,Abbas,right,Abbas,0.779645600000009,Left,same,sub1
MahGol,LF,0,Goli,Mahnaz,right,Mahnaz,0.446180599999991,Left,same,sub1
MahGol,LF,1,Goli,Mahnaz,right,Mahnaz,0.468005800000014,Left,same,sub1
AbHa,LF,0,Hasan,Abbas,left,Hasan,0.368630300000007,Left,same,sub1
MahGol,LF,-1,Goli,Mahnaz,right,Mahnaz,0.829972400000003,Left,same,sub1
AbHa,LF,3,Hasan,Abbas,left,Hasan,0.461230099999995,Left,same,sub1
MahGol,LF,0,Goli,Mahnaz,right,Mahnaz,0.581186499999973,Left,same,sub1
MahGol,LF,3,Goli,Mahnaz,left,Goli,0.511421100000007,Left,same,sub1
AbHa,LF,0,Hasan,Abbas,left,Hasan,0.662854799999991,Left,same,sub1
MahGol,LF,0,Goli,Mahnaz,right,Mahnaz,0.911181299999981,Left,same,sub1
AbHa,LF,0,Hasan,Abbas,right,Abbas,0.999904299999997,Left,same,sub1
AbHa,LF,-2,Hasan,Abbas,right,Abbas,1.08439430000001,Left,same,sub1
MahGol,LF,0,Goli,Mahnaz,right,Mahnaz,1.35600970000002,Left,same,sub1
MahGol,LF,2,Goli,Mahnaz,left,Goli,0.501770099999987,Left,same,sub1
AbHa,LF,-3,Hasan,Abbas,right,Abbas,1.27717760000002,Left,same,sub1
MahGol,LF,-3,Goli,Mahnaz,right,Mahnaz,0.699581300000006,Left,same,sub1
MahGol,LF,-1,Goli,Mahnaz,right,Mahnaz,0.825588500000009,Left,same,sub1
AbHa,LF,-3,Hasan,Abbas,right,Abbas,0.483749899999992,Left,same,sub1
AbHa,LF,-1,Hasan,Abbas,left,Hasan,1.2179763,Left,same,sub1
AbHa,LF,-1,Hasan,Abbas,right,Abbas,0.581489500000004,Left,same,sub1
AbHa,LF,-1,Hasan,Abbas,right,Abbas,0.684175299999993,Left,same,sub1
AbHa,LF,1,Hasan,Abbas,left,Hasan,0.421203600000013,Left,same,sub1
MahGol,LF,-1,Goli,Mahnaz,right,Mahnaz,0.676462200000003,Left,same,sub1
MahGol,LF,0,Goli,Mahnaz,left,Goli,0.515219800000011,Left,same,sub1
AbHa,LF,-2,Hasan,Abbas,right,Abbas,0.811005100000017,Left,same,sub1
AbHa,LF,3,Hasan,Abbas,left,Hasan,0.293620599999997,Left,same,sub1
AbHa,LF,-3,Hasan,Abbas,right,Abbas,0.56543480000002,Left,same,sub1
AbHa,LF,1,Hasan,Abbas,left,Hasan,0.556617799999998,Left,same,sub1
MahGol,LF,2,Goli,Mahnaz,left,Goli,0.795656400000013,Left,same,sub1
MahGol,LF,-2,Goli,Mahnaz,right,Mahnaz,0.209549500000008,Left,same,sub1
MahGol,LF,-2,Goli,Mahnaz,right,Mahnaz,0.417429699999985,Left,same,sub1
MahGol,LF,0,Goli,Mahnaz,right,Mahnaz,0.315620100000018,Left,same,sub1
MahGol,LF,3,Goli,Mahnaz,left,Goli,0.424683499999986,Left,same,sub1
AbHa,LF,2,Hasan,Abbas,left,Hasan,0.457342899999986,Left,same,sub1
MahGol,LF,2,Goli,Mahnaz,left,Goli,1.45502880000001,Left,same,sub1
MahGol,LF,-3,Goli,Mahnaz,right,Mahnaz,0.289575000000013,Left,same,sub1
AbHa,LF,-3,Hasan,Abbas,left,Hasan,1.60200740000002,Left,same,sub1
AbHa,LF,-1,Hasan,Abbas,left,Hasan,0.370160199999987,Left,same,sub1
AbHa,LF,2,Hasan,Abbas,left,Hasan,0.378921300000002,Left,same,sub1
MahGol,LF,-3,Goli,Mahnaz,right,Mahnaz,0.597938800000009,Left,same,sub1
MahGol,LF,1,Goli,Mahnaz,left,Goli,0.443730200000005,Left,same,sub1
AbHa,LF,2,Hasan,Abbas,left,Hasan,0.465645300000006,Left,same,sub1
AbHa,LF,-1,Hasan,Abbas,right,Abbas,0.812190500000014,Left,same,sub1
AbHa,LF,0,Hasan,Abbas,left,Hasan,0.193837099999996,Left,same,sub1
AbHa,LF,-3,Hasan,Abbas,right,Abbas,0.484272300000015,Left,same,sub1
MahGol,LF,-3,Goli,Mahnaz,right,Mahnaz,0.908236299999999,Left,same,sub1
AbHa,LF,3,Hasan,Abbas,left,Hasan,0.379790400000019,Left,same,sub1
MahGol,LF,-2,Goli,Mahnaz,right,Mahnaz,0.447459100000003,Left,same,sub1
AbHa,LF,-3,Hasan,Abbas,right,Abbas,0.515114699999998,Left,same,sub1
AbHa,LF,3,Hasan,Abbas,left,Hasan,0.438469700000013,Left,same,sub1
AbHa,LF,0,Hasan,Abbas,right,Abbas,1.15358320000001,Left,same,sub1
MahGol,LF,3,Goli,Mahnaz,left,Goli,0.6255223,Left,same,sub1
AbHa,LF,3,Hasan,Abbas,left,Hasan,0.859843399999988,Left,same,sub1
AbHa,LF,3,Hasan,Abbas,left,Hasan,0.546410600000002,Left,same,sub1
AbHa,LF,3,Hasan,Abbas,left,Hasan,0.701721599999985,Left,same,sub1
AbHa,LF,-2,Hasan,Abbas,right,Abbas,0.516810399999997,Left,same,sub1
AbHa,LF,-1,Hasan,Abbas,right,Abbas,1.63572920000001,Left,same,sub1
AbHa,LF,0,Hasan,Abbas,right,Abbas,0.275343700000008,Left,same,sub1
AbHa,LF,-1,Hasan,Abbas,right,Abbas,0.408560399999999,Left,same,sub1
MahGol,LF,1,Goli,Mahnaz,left,Goli,0.438857600000006,Left,same,sub1
MahGol,LF,-2,Goli,Mahnaz,right,Mahnaz,0.217655700000023,Left,same,sub1
AbHa,LF,2,Hasan,Abbas,left,Hasan,0.843235199999981,Left,same,sub1
MahGol,LF,-1,Goli,Mahnaz,right,Mahnaz,0.442996199999982,Right,same,sub1
AbHa,LF,0,Hasan,Abbas,left,Hasan,0.532971400000008,Right,same,sub1
AbHa,LF,-2,Hasan,Abbas,right,Abbas,0.338712600000008,Right,same,sub1
AbHa,LF,3,Hasan,Abbas,left,Hasan,0.355860100000029,Right,same,sub1
AbHa,LF,-1,Hasan,Abbas,right,Abbas,0.344926600000008,Right,same,sub1
MahGol,LF,-2,Goli,Mahnaz,right,Mahnaz,0.597022799999991,Right,same,sub1
MahGol,LF,-3,Goli,Mahnaz,right,Mahnaz,0.464863600000001,Right,same,sub1
AbHa,LF,-3,Hasan,Abbas,right,Abbas,0.700018499999999,Right,same,sub1
MahGol,LF,-2,Goli,Mahnaz,right,Mahnaz,1.15323089999998,Right,same,sub1
MahGol,LF,2,Goli,Mahnaz,left,Goli,0.666941500000007,Right,same,sub1
AbHa,LF,0,Hasan,Abbas,right,Abbas,0.655483899999979,Right,same,sub1
MahGol,LF,0,Goli,Mahnaz,right,Mahnaz,0.375030900000013,Right,same,sub1
MahGol,LF,3,Goli,Mahnaz,left,Goli,1.06736669999998,Right,same,sub1
MahGol,LF,-3,Goli,Mahnaz,right,Mahnaz,0.711565300000018,Right,same,sub1
AbHa,LF,2,Hasan,Abbas,left,Hasan,0.45649979999996,Right,same,sub1
AbHa,LF,-1,Hasan,Abbas,right,Abbas,0.646502499999997,Right,same,sub1
MahGol,LF,-1,Goli,Mahnaz,right,Mahnaz,0.533074999999997,Right,same,sub1
MahGol,LF,-1,Goli,Mahnaz,right,Mahnaz,0.343863100000021,Right,same,sub1
AbHa,LF,1,Hasan,Abbas,left,Hasan,0.458908899999983,Right,same,sub1
MahGol,LF,1,Goli,Mahnaz,right,Mahnaz,0.208354500000041,Right,same,sub1
MahGol,LF,3,Goli,Mahnaz,left,Goli,0.307954999999993,Right,same,sub1
AbHa,LF,1,Hasan,Abbas,right,Abbas,0.742029699999989,Right,same,sub1
MahGol,LF,0,Goli,Mahnaz,right,Mahnaz,0.40776649999998,Right,same,sub1
AbHa,LF,2,Hasan,Abbas,left,Hasan,0.491463699999997,Right,same,sub1
AbHa,LF,-2,Hasan,Abbas,left,Hasan,1.07236490000003,Right,same,sub1
AbHa,LF,1,Hasan,Abbas,left,Hasan,1.51865730000003,Right,same,sub1
MahGol,LF,2,Goli,Mahnaz,left,Goli,0.445131900000035,Right,same,sub1
MahGol,LF,-3,Goli,Mahnaz,right,Mahnaz,0.46666220000003,Right,same,sub1
AbHa,LF,1,Hasan,Abbas,left,Hasan,0.529755499999965,Right,same,sub1
AbHa,LF,-3,Hasan,Abbas,right,Abbas,0.392104600000039,Right,same,sub1
AbHa,LF,-3,Hasan,Abbas,right,Abbas,1.15446730000002,Right,same,sub1
AbHa,LF,-2,Hasan,Abbas,right,Abbas,0.286264800000026,Right,same,sub1
AbHa,LF,2,Hasan,Abbas,left,Hasan,0.533845900000017,Right,same,sub1
AbHa,LF,2,Hasan,Abbas,left,Hasan,0.784872900000039,Right,same,sub1
MahGol,LF,-2,Goli,Mahnaz,right,Mahnaz,0.643988400000012,Right,same,sub1
MahGol,LF,1,Goli,Mahnaz,right,Mahnaz,0.655611899999997,Right,same,sub1
AbHa,LF,3,Hasan,Abbas,left,Hasan,0.346568499999989,Right,same,sub1
MahGol,LF,0,Goli,Mahnaz,right,Mahnaz,0.3492028,Right,same,sub1
MahGol,LF,1,Goli,Mahnaz,right,Mahnaz,0.952796599999999,Right,same,sub1
MahGol,LF,-2,Goli,Mahnaz,right,Mahnaz,0.460033399999986,Right,same,sub1
AbHa,LF,-3,Hasan,Abbas,right,Abbas,0.176572299999975,Right,same,sub1
AbHa,LF,-1,Hasan,Abbas,right,Abbas,0.444357400000001,Right,same,sub1
AbHa,LF,-1,Hasan,Abbas,right,Abbas,0.342151800000011,Right,same,sub1
MahGol,LF,0,Goli,Mahnaz,right,Mahnaz,0.789835900000014,Right,same,sub1
MahGol,LF,-3,Goli,Mahnaz,right,Mahnaz,0.236687400000051,Right,same,sub1
MahGol,LF,-3,Goli,Mahnaz,right,Mahnaz,0.39313850000002,Right,same,sub1
MahGol,LF,-1,Goli,Mahnaz,right,Mahnaz,0.163169499999981,Right,same,sub1
AbHa,LF,3,Hasan,Abbas,left,Hasan,0.345063000000039,Right,same,sub1
MahGol,LF,0,Goli,Mahnaz,right,Mahnaz,0.443682299999978,Right,same,sub1
MahGol,LF,2,Goli,Mahnaz,left,Goli,0.321457899999984,Right,same,sub1
MahGol,LF,3,Goli,Mahnaz,left,Goli,0.266437600000017,Right,same,sub1
MahGol,LF,2,Goli,Mahnaz,left,Goli,0.327307000000019,Right,same,sub1
MahGol,LF,-1,Goli,Mahnaz,right,Mahnaz,0.414559299999951,Right,same,sub1
AbHa,LF,-2,Hasan,Abbas,right,Abbas,1.1636307,Right,same,sub1
MahGol,LF,-2,Goli,Mahnaz,right,Mahnaz,0.356095299999993,Right,same,sub1
AbHa,LF,0,Hasan,Abbas,left,Hasan,0.522378799999956,Right,same,sub1
AbHa,LF,3,Hasan,Abbas,left,Hasan,0.304779699999983,Right,same,sub1
AbHa,LF,3,Hasan,Abbas,left,Hasan,0.338551600000017,Right,same,sub1
MahGol,LF,2,Goli,Mahnaz,right,Mahnaz,1.04978900000003,Right,same,sub1
MahGol,LF,-2,Goli,Mahnaz,right,Mahnaz,0.452434400000016,Right,same,sub1
MahGol,LF,3,Goli,Mahnaz,left,Goli,0.240346400000021,Right,same,sub1
AbHa,LF,1,Hasan,Abbas,left,Hasan,1.38071669999999,Right,same,sub1
MahGol,LF,1,Goli,Mahnaz,left,Goli,0.690136399999972,Right,same,sub1
MahGol,LF,1,Goli,Mahnaz,right,Mahnaz,0.403730600000017,Right,same,sub1
AbHa,LF,-1,Hasan,Abbas,right,Abbas,1.13484439999996,Right,same,sub1
AbHa,LF,-2,Hasan,Abbas,right,Abbas,0.260249000000044,Right,same,sub1
MahGol,LF,-1,Goli,Mahnaz,left,Goli,0.467486500000007,Right,same,sub1
AbHa,LF,2,Hasan,Abbas,left,Hasan,0.353615600000012,Right,same,sub1
AbHa,LF,-3,Hasan,Abbas,right,Abbas,0.521201399999995,Right,same,sub1
MahGol,LF,0,Goli,Mahnaz,right,Mahnaz,0.714032799999984,Right,same,sub1
AbHa,LF,-2,Hasan,Abbas,right,Abbas,0.671845599999983,Right,same,sub1
MahGol,LF,-1,Goli,Mahnaz,right,Mahnaz,0.463767800000028,Right,same,sub1
MahGol,LF,0,Goli,Mahnaz,right,Mahnaz,0.373202400000025,Right,same,sub1
AbHa,LF,0,Hasan,Abbas,right,Abbas,1.07175720000004,Right,same,sub1
MahGol,LF,-3,Goli,Mahnaz,right,Mahnaz,0.646513000000027,Right,same,sub1
MahGol,LF,1,Goli,Mahnaz,left,Goli,1.14520659999999,Right,same,sub1
MahGol,LF,2,Goli,Mahnaz,left,Goli,0.645931099999984,Right,same,sub1
AbHa,LF,-3,Hasan,Abbas,right,Abbas,0.517468699999995,Right,same,sub1
MahGol,LF,-3,Goli,Mahnaz,right,Mahnaz,0.276371799999993,Right,same,sub1
AbHa,LF,0,Hasan,Abbas,right,Abbas,0.73407480000003,Right,same,sub1
AbHa,LF,3,Hasan,Abbas,left,Hasan,0.529580900000042,Right,same,sub1
AbHa,LF,0,Hasan,Abbas,right,Abbas,0.846351200000015,Right,same,sub1
MahGol,LF,3,Goli,Mahnaz,left,Goli,0.353589699999986,Right,same,sub1
MahGol,LF,3,Goli,Mahnaz,left,Goli,0.278496799999971,Right,same,sub1
AbHa,LF,2,Hasan,Abbas,right,Abbas,1.22881059999997,Right,same,sub1
MahGol,LF,-2,Goli,Mahnaz,right,Mahnaz,0.530378700000028,Right,same,sub1
AbHa,LF,-2,Hasan,Abbas,left,Hasan,0.485327899999959,Right,same,sub1
MahGol,LF,2,Goli,Mahnaz,right,Mahnaz,1.50929969999999,Right,same,sub1
MahGol,LF,-1,Goli,Mahnaz,right,Mahnaz,0.384636900000032,Right,same,sub1
MahGol,LF,2,Goli,Mahnaz,right,Mahnaz,0.476334500000007,Right,same,sub1
AbHa,LF,1,Hasan,Abbas,left,Hasan,0.623168399999997,Right,same,sub1
AbHa,LF,-3,Hasan,Abbas,right,Abbas,0.952299900000014,Right,same,sub1
AbHa,LF,0,Hasan,Abbas,right,Abbas,0.326886600000023,Right,same,sub1
AbHa,LF,3,Hasan,Abbas,left,Hasan,0.349240399999985,Right,same,sub1
AbHa,LF,-1,Hasan,Abbas,right,Abbas,0.403235800000004,Right,same,sub1
AbHa,LF,-1,Hasan,Abbas,right,Abbas,0.396859899999981,Right,same,sub1
MahGol,LF,1,Goli,Mahnaz,right,Mahnaz,0.377724000000001,Right,same,sub1
AbHa,LF,2,Hasan,Abbas,left,Hasan,0.87225559999996,Right,same,sub1
AbHa,LF,3,Hasan,Abbas,left,Hasan,0.416947400000026,Right,same,sub1
MahGol,LF,3,Goli,Mahnaz,left,Goli,0.378745899999956,Right,same,sub1
AbHa,LF,1,Hasan,Abbas,right,Abbas,0.301797499999964,Right,same,sub1
MahGol,LF,-3,Goli,Mahnaz,right,Mahnaz,0.49363169999998,Right,same,sub1
AbHa,LF,1,Hasan,Abbas,right,Abbas,1.36188730000003,Right,same,sub1
MahGol,LF,-2,Goli,Mahnaz,right,Mahnaz,0.394091900000035,Right,same,sub1
AbHa,LF,2,Hasan,Abbas,left,Hasan,1.22866050000005,Right,same,sub1
MahGol,LF,3,Goli,Mahnaz,right,Mahnaz,0.262922900000035,Right,same,sub1
AbHa,LF,-1,Hasan,Abbas,right,Abbas,0.592521499999975,Right,same,sub1
AbHa,LF,-3,Hasan,Abbas,right,Abbas,0.216363999999999,Right,same,sub1
MahGol,LF,1,Goli,Mahnaz,left,Goli,0.409130199999936,Right,same,sub1
AbHa,LF,0,Hasan,Abbas,right,Abbas,1.01405469999997,Right,same,sub1
MahGol,LF,0,Goli,Mahnaz,right,Mahnaz,0.231642700000066,Right,same,sub1
AbHa,LF,-2,Hasan,Abbas,right,Abbas,0.688500099999942,Right,same,sub1
AbHa,HF,1,Abbas,Hasan,left,Abbas,1.6584621,Left,same,sub1
MahGol,HF,-2,Mahnaz,Goli,left,Mahnaz,0.391353799999999,Left,same,sub1
AbHa,HF,3,Abbas,Hasan,right,Hasan,0.797344900000001,Left,same,sub1
AbHa,HF,1,Abbas,Hasan,right,Hasan,1.4550969,Left,same,sub1
AbHa,HF,3,Abbas,Hasan,right,Hasan,0.647577899999998,Left,same,sub1
AbHa,HF,0,Abbas,Hasan,left,Abbas,0.279751700000002,Left,same,sub1
AbHa,HF,-3,Abbas,Hasan,left,Abbas,0.912739500000001,Left,same,sub1
MahGol,HF,0,Mahnaz,Goli,left,Mahnaz,0.738671799999999,Left,same,sub1
MahGol,HF,0,Mahnaz,Goli,left,Mahnaz,0.547211000000001,Left,same,sub1
AbHa,HF,2,Abbas,Hasan,right,Hasan,0.394065000000001,Left,same,sub1
MahGol,HF,-2,Mahnaz,Goli,left,Mahnaz,1.452511,Left,same,sub1
AbHa,HF,3,Abbas,Hasan,right,Hasan,0.527379199999999,Left,same,sub1
MahGol,HF,2,Mahnaz,Goli,right,Goli,1.2263897,Left,same,sub1
MahGol,HF,1,Mahnaz,Goli,right,Goli,0.598918499999996,Left,same,sub1
AbHa,HF,-1,Abbas,Hasan,left,Abbas,0.686893700000006,Left,same,sub1
AbHa,HF,-3,Abbas,Hasan,left,Abbas,0.959448600000002,Left,same,sub1
MahGol,HF,3,Mahnaz,Goli,right,Goli,0.567293499999998,Left,same,sub1
AbHa,HF,2,Abbas,Hasan,right,Hasan,0.408484300000005,Left,same,sub1
MahGol,HF,1,Mahnaz,Goli,right,Goli,0.556037599999996,Left,same,sub1
MahGol,HF,1,Mahnaz,Goli,left,Mahnaz,0.698812699999998,Left,same,sub1
AbHa,HF,0,Abbas,Hasan,left,Abbas,0.720042800000002,Left,same,sub1
AbHa,HF,-3,Abbas,Hasan,left,Abbas,0.382122299999999,Left,same,sub1
AbHa,HF,1,Abbas,Hasan,left,Abbas,1.18410979999999,Left,same,sub1
MahGol,HF,3,Mahnaz,Goli,right,Goli,0.561080699999998,Left,same,sub1
MahGol,HF,-3,Mahnaz,Goli,left,Mahnaz,0.504689600000006,Left,same,sub1
AbHa,HF,-1,Abbas,Hasan,left,Abbas,0.484923800000004,Left,same,sub1
AbHa,HF,2,Abbas,Hasan,left,Abbas,1.2760425,Left,same,sub1
AbHa,HF,-2,Abbas,Hasan,left,Abbas,0.673718800000003,Left,same,sub1
AbHa,HF,2,Abbas,Hasan,right,Hasan,1.42711299999999,Left,same,sub1
AbHa,HF,-2,Abbas,Hasan,left,Abbas,0.671585800000003,Left,same,sub1
AbHa,HF,0,Abbas,Hasan,left,Abbas,0.946252200000004,Left,same,sub1
AbHa,HF,1,Abbas,Hasan,left,Abbas,0.504753700000009,Left,same,sub1
MahGol,HF,-2,Mahnaz,Goli,right,Goli,0.737091000000007,Left,same,sub1
AbHa,HF,2,Abbas,Hasan,left,Abbas,1.0639343,Left,same,sub1
AbHa,HF,2,Abbas,Hasan,right,Hasan,1.0226529,Left,same,sub1
AbHa,HF,-2,Abbas,Hasan,left,Abbas,1.39354179999999,Left,same,sub1
MahGol,HF,0,Mahnaz,Goli,right,Goli,0.613903399999998,Left,same,sub1
MahGol,HF,-2,Mahnaz,Goli,right,Goli,0.445862200000008,Left,same,sub1
MahGol,HF,-1,Mahnaz,Goli,left,Mahnaz,1.57490859999999,Left,same,sub1
MahGol,HF,-2,Mahnaz,Goli,left,Mahnaz,0.732647700000001,Left,same,sub1
MahGol,HF,2,Mahnaz,Goli,right,Goli,0.609719299999995,Left,same,sub1
MahGol,HF,3,Mahnaz,Goli,right,Goli,0.385546900000008,Left,same,sub1
MahGol,HF,2,Mahnaz,Goli,left,Mahnaz,1.21974549999999,Left,same,sub1
MahGol,HF,0,Mahnaz,Goli,left,Mahnaz,0.661094000000006,Left,same,sub1
MahGol,HF,-3,Mahnaz,Goli,left,Mahnaz,0.246745500000003,Left,same,sub1
MahGol,HF,-3,Mahnaz,Goli,left,Mahnaz,0.475694700000005,Left,same,sub1
AbHa,HF,-2,Abbas,Hasan,left,Abbas,0.310742699999992,Left,same,sub1
AbHa,HF,-2,Abbas,Hasan,left,Abbas,0.798790300000007,Left,same,sub1
MahGol,HF,-1,Mahnaz,Goli,left,Mahnaz,0.458255199999996,Left,same,sub1
AbHa,HF,2,Abbas,Hasan,right,Hasan,0.281221700000003,Left,same,sub1
AbHa,HF,1,Abbas,Hasan,right,Hasan,0.300290700000005,Left,same,sub1
AbHa,HF,0,Abbas,Hasan,right,Hasan,0.370566599999989,Left,same,sub1
MahGol,HF,0,Mahnaz,Goli,left,Mahnaz,1.73220449999999,Left,same,sub1
AbHa,HF,-2,Abbas,Hasan,right,Hasan,0.579033799999991,Left,same,sub1
MahGol,HF,-3,Mahnaz,Goli,left,Mahnaz,1.05690330000002,Left,same,sub1
AbHa,HF,3,Abbas,Hasan,right,Hasan,0.499017600000002,Left,same,sub1
MahGol,HF,2,Mahnaz,Goli,right,Goli,1.56671510000001,Left,same,sub1
AbHa,HF,-3,Abbas,Hasan,left,Abbas,2.4520589,Left,same,sub1
MahGol,HF,-3,Mahnaz,Goli,left,Mahnaz,0.531510600000018,Left,same,sub1
AbHa,HF,-1,Abbas,Hasan,left,Abbas,2.6483906,Left,same,sub1
AbHa,HF,1,Abbas,Hasan,left,Abbas,1.76081600000001,Left,same,sub1
MahGol,HF,0,Mahnaz,Goli,right,Goli,1.9557398,Left,same,sub1
AbHa,HF,-1,Abbas,Hasan,left,Abbas,1.68456430000001,Left,same,sub1
MahGol,HF,0,Mahnaz,Goli,left,Mahnaz,0.764807500000018,Left,same,sub1
AbHa,HF,-3,Abbas,Hasan,right,Hasan,0.955430700000022,Left,same,sub1
AbHa,HF,3,Abbas,Hasan,right,Hasan,0.849342500000006,Left,same,sub1
AbHa,HF,-1,Abbas,Hasan,left,Abbas,0.528279800000007,Left,same,sub1
MahGol,HF,3,Mahnaz,Goli,left,Mahnaz,0.548081600000017,Left,same,sub1
MahGol,HF,3,Mahnaz,Goli,right,Goli,1.02563139999998,Left,same,sub1
MahGol,HF,3,Mahnaz,Goli,right,Goli,0.770744400000012,Left,same,sub1
AbHa,HF,-2,Abbas,Hasan,left,Abbas,2.08207250000001,Left,same,sub1
MahGol,HF,-1,Mahnaz,Goli,left,Mahnaz,0.370300500000013,Left,same,sub1
MahGol,HF,-1,Mahnaz,Goli,left,Mahnaz,0.589737200000002,Left,same,sub1
AbHa,HF,3,Abbas,Hasan,right,Hasan,0.567950499999995,Left,same,sub1
MahGol,HF,0,Mahnaz,Goli,right,Goli,0.797347500000001,Left,same,sub1
MahGol,HF,3,Mahnaz,Goli,left,Mahnaz,0.696104999999989,Left,same,sub1
MahGol,HF,1,Mahnaz,Goli,left,Mahnaz,0.575437100000016,Left,same,sub1
MahGol,HF,2,Mahnaz,Goli,right,Goli,0.850280800000007,Left,same,sub1
MahGol,HF,1,Mahnaz,Goli,left,Mahnaz,0.908090500000014,Left,same,sub1
AbHa,HF,-1,Abbas,Hasan,right,Hasan,0.695411300000018,Left,same,sub1
MahGol,HF,1,Mahnaz,Goli,right,Goli,0.987804899999986,Left,same,sub1
AbHa,HF,1,Abbas,Hasan,left,Abbas,1.80139839999998,Left,same,sub1
AbHa,HF,1,Abbas,Hasan,left,Abbas,1.99978949999999,Left,same,sub1
AbHa,HF,-2,Abbas,Hasan,left,Abbas,0.680900000000008,Left,same,sub1
