thisRow.t,notes,Feature Type,Feature Number,Morph Level,Key,Response Time,participant,session,date,expName,psychopyVersion,frameRate,
,,app,1,88,right,0.27040886878967285,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,99,right,0.24807190895080566,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,22,left,0.26535940170288086,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,55,right,0.26592397689819336,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,66,right,0.23258757591247559,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,33,left,0.3526630401611328,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,88,right,0.18636751174926758,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,66,right,0.19772553443908691,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,22,left,0.2488093376159668,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,77,right,0.34526968002319336,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,33,left,0.2565348148345947,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,11,left,0.26470184326171875,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,77,right,0.22504544258117676,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,77,right,0.250805139541626,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,55,right,0.4756290912628174,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,99,right,0.24365901947021484,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,77,right,0.26177406311035156,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,55,right,0.3991203308105469,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,77,right,0.22671961784362793,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,33,left,0.24558377265930176,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,11,left,0.2778959274291992,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,22,left,0.21528959274291992,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,66,right,0.17786431312561035,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,66,right,0.18082022666931152,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,22,left,0.2183079719543457,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,11,left,0.1891627311706543,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,0,left,0.41538286209106445,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,44,right,0.2361609935760498,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,33,left,0.2606191635131836,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,22,left,0.24425983428955078,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,33,left,0.27036619186401367,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,44,right,0.23163247108459473,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,0,left,0.23375391960144043,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,88,right,0.1553952693939209,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,22,left,0.24869871139526367,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,99,right,0.4008927345275879,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,77,right,0.2535688877105713,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,66,right,0.26938509941101074,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,77,right,0.16566920280456543,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,77,right,0.1535942554473877,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,44,left,2.0073182582855225,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,44,left,0.9239425659179688,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,99,right,0.22579431533813477,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,11,left,0.26839423179626465,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,66,right,0.1807246208190918,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,88,right,0.22472119331359863,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,0,left,0.1956181526184082,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,55,right,0.5102412700653076,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
,,app,1,99,right,0.2132875919342041,sub4,001,2025-04-19_01h56.39.427,task1,2021.2.3,None,
