thisRow.t,notes,Feature Type,Feature Number,Morph Level,Key,Response Time,participant,session,date,expName,psychopyVersion,frameRate,
,,app,1,77,right,0.8974688053131104,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,77,right,0.15373611450195312,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,22,left,0.3428969383239746,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,77,right,0.10948038101196289,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,55,right,0.26868295669555664,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,0,left,0.1643662452697754,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,66,right,0.11344361305236816,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,77,right,0.16978216171264648,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,44,right,0.3504784107208252,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,33,left,0.363269567489624,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,0,left,0.1675114631652832,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,11,left,0.06862688064575195,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,0,left,0.181349515914917,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,11,left,0.20876789093017578,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,11,left,0.04313206672668457,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,77,right,0.2457108497619629,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,44,left,0.759772777557373,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,66,right,0.22885537147521973,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,55,right,0.7664070129394531,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,99,right,0.756749153137207,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,44,left,0.6090798377990723,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,0,left,0.2452375888824463,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,44,left,0.42270612716674805,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,33,left,0.07998275756835938,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,22,left,0.18403410911560059,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,55,right,0.16428327560424805,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,0,left,0.2730891704559326,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,22,left,0.07158637046813965,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,88,right,0.16283941268920898,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,55,right,0.39187192916870117,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,88,right,0.17859220504760742,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,66,right,0.4319179058074951,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,99,right,0.12082695960998535,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,55,right,0.5430588722229004,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,88,right,0.32519984245300293,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,22,left,0.29162001609802246,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,11,left,0.05928635597229004,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,99,right,0.23752760887145996,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,33,left,0.6466464996337891,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,66,right,0.6339986324310303,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,99,right,0.3479478359222412,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,66,right,0.1062617301940918,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,88,right,0.27955150604248047,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,22,left,0.17773032188415527,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
,,app,1,99,right,0.2545018196105957,sub3,001,2025-04-19_01h36.59.890,task1,2021.2.3,59.1941764152155,
